seq	headword	pinyin	page	source_file	source_seq
0568	放大		156	0251-0500_index.tsv	0498
0569	放射		156	0251-0500_index.tsv	0499
0570	放手		156	0251-0500_index.tsv	0500
0571	飞禽走兽	fēiqín-zǒushòu	157	019-028.tsv	19
0572	飞行	fēixíng	157	019-028.tsv	19
0573	飞跃	fēiyuè	157	019-028.tsv	19
0574	非法	fēifǎ	158	019-028.tsv	19
0575	肥沃	féiwò	158	019-028.tsv	19
0576	匪徒	fěitú	158	019-028.tsv	19
0577	诽谤	fěibàng	158	019-028.tsv	19
0578	废除	fèichú	159	019-028.tsv	19
0579	废寝忘食	fèiqǐn-wàngshí	159	019-028.tsv	19
0580	废墟	fèixū	159	019-028.tsv	19
0581	沸腾	fèiténg	160	019-028.tsv	19
0582	分辨	fēnbiàn	160	019-028.tsv	19
0583	分寸	fēncùn	160	019-028.tsv	19
0584	分红	fēnhóng	160	019-028.tsv	19
0585	分解	fēnjiě	161	019-028.tsv	19
0586	分裂	fēnliè	161	019-028.tsv	19
0587	分泌	fēnmì	161	019-028.tsv	19
0588	分明	fēnmíng	162	019-028.tsv	19
0589	分歧	fēnqí	162	019-028.tsv	19
0590	分散	fēnsàn	162	019-028.tsv	19
0591	分手	fēnshǒu	163	019-028.tsv	19
0592	吩咐	fēnfù	163	019-028.tsv	19
0593	坟墓	fénmù	163	019-028.tsv	19
0594	粉末	fěnmò	163	019-028.tsv	19
0595	粉色	fěnsè	164	019-028.tsv	19
0596	粉碎	fěnsuì	164	019-028.tsv	20
0597	分量	fènliàng	164	019-028.tsv	20
0598	愤怒	fènnù	165	019-028.tsv	20
0599	丰满	fēngmǎn	165	019-028.tsv	20
0600	丰盛	fēngshèng	165	019-028.tsv	20
0601	丰收	fēngshōu	165	019-028.tsv	20
0602	风暴	fēngbào	166	019-028.tsv	20
0603	风度	fēngdù	166	019-028.tsv	20
0604	风光	fēngguāng	166	019-028.tsv	20
0605	风气	fēngqì	167	019-028.tsv	20
0606	风趣	fēngqù	167	019-028.tsv	20
0607	风土人情	fēngtǔ-rénqíng	167	019-028.tsv	20
0608	风味	fēngwèi	167	019-028.tsv	20
0609	封闭	fēngbì	168	019-028.tsv	20
0610	封建	fēngjiàn	168	019-028.tsv	20
0611	封锁	fēngsuǒ	168	019-028.tsv	20
0612	锋利	fēnglì	169	019-028.tsv	20
0613	峰	fēng	169	019-028.tsv	20
0614	奉献	fèngxiàn	169	019-028.tsv	20
0615	夫妇	fūfù	170	019-028.tsv	20
0616	夫人	fūrén	170	019-028.tsv	20
0617	敷衍	fūyǎn	170	019-028.tsv	20
0618	服从	fúcóng	170	019-028.tsv	20
0619	服气	fúqì	171	019-028.tsv	20
0620	俘虏	fúlǔ	171	019-028.tsv	20
0621	符号	fúhào	171	019-028.tsv	20
0622	幅度	fúdù	171	019-028.tsv	20
0623	辐射	fúshè	172	019-028.tsv	20
0624	福利	fúlì	172	019-028.tsv	20
0625	福气	fúqì	172	019-028.tsv	20
0626	抚摸	fǔmō	173	019-028.tsv	20
0627	抚养	fǔyǎng	173	019-028.tsv	20
0628	俯视	fǔshì	173	019-028.tsv	20
0629	辅助	fǔzhù	173	019-028.tsv	20
0630	腐败	fǔbài	174	019-028.tsv	20
0631	腐烂	fǔlàn	174	019-028.tsv	20
0632	腐蚀	fǔshí	174	019-028.tsv	20
0633	腐朽	fǔxiǔ	175	019-028.tsv	20
0634	负担	fùdān	175	019-028.tsv	20
0635	附和	fùhè	175	019-028.tsv	20
0636	附件	fùjiàn	176	019-028.tsv	20
0637	附属	fùshǔ	176	019-028.tsv	20
0638	复活	fùhuó	176	019-028.tsv	20
0639	复兴	fùxīng	177	019-028.tsv	20
0640	副	fù	177	019-028.tsv	20
0641	副作用	fùzuòyòng	177	019-028.tsv	20
0642	赋予	fùyǔ	178	019-028.tsv	20
0643	富裕	fùyù	178	019-028.tsv	20
0644	腹泻	fùxiè	178	019-028.tsv	20
0645	覆盖	fùgài	178	019-028.tsv	20
0646	改良	gǎiliáng	179	019-028.tsv	20
0647	钙	gài	179	019-028.tsv	20
0648	盖章	gài//zhāng	179	019-028.tsv	20
0649	干旱	gānhàn	179	019-028.tsv	20
0650	干扰	gānrǎo	180	019-028.tsv	21
0651	干涉	gānshè	180	019-028.tsv	21
0652	干预	gānyù	180	019-028.tsv	21
0653	尴尬	gāngà	180	019-028.tsv	21
0654	感慨	gǎnkǎi	181	019-028.tsv	21
0655	感染	gǎnrǎn	181	019-028.tsv	21
0656	干劲	gànjìn	181	019-028.tsv	21
0657	纲领	gānglǐng	181	019-028.tsv	21
0658	岗位	gǎngwèi	182	019-028.tsv	21
0659	港口	gǎngkǒu	182	019-028.tsv	21
0660	港湾	gǎngwān	182	019-028.tsv	21
0661	杠杆	gànggǎn	182	019-028.tsv	21
0662	高超	gāochāo	183	019-028.tsv	21
0663	高潮	gāocháo	183	019-028.tsv	21
0664	高峰	gāofēng	183	019-028.tsv	21
0665	高考	gāokǎo	184	019-028.tsv	21
0666	高明	gāomíng	184	019-028.tsv	21
0667	高尚	gāoshàng	184	019-028.tsv	21
0668	高涨	gāozhǎng	184	019-028.tsv	21
0669	稿件	gǎojiàn	185	019-028.tsv	21
0670	告辞	gàocí	185	019-028.tsv	21
0671	告诫	gàojiè	185	019-028.tsv	21
0672	疙瘩	gēda	185	019-028.tsv	21
0673	鸽子	gēzi	186	019-028.tsv	21
0674	搁	gē	186	019-028.tsv	21
0675	割	gē	186	019-028.tsv	21
0676	歌颂	gēsòng	187	019-028.tsv	21
0677	革命	gémìng	187	019-028.tsv	21
0678	格局	géjú	187	019-028.tsv	21
0679	格式	géshì	187	019-028.tsv	21
0680	隔阂	géhé	188	019-028.tsv	21
0681	隔离	gélí	188	019-028.tsv	21
0682	个体	gètǐ	188	019-028.tsv	21
0683	各抒己见	gèshū-jǐjiàn	188	019-028.tsv	21
0684	根深蒂固	gēnshēn-dìgù	189	019-028.tsv	21
0685	根源	gēnyuán	189	019-028.tsv	21
0686	跟前	gēnqián	189	019-028.tsv	21
0687	跟随	gēnsuí	189	019-028.tsv	21
0688	跟踪	gēnzōng	190	019-028.tsv	21
0689	更新	gēngxīn	190	019-028.tsv	21
0690	更正	gēngzhèng	190	019-028.tsv	21
0691	耕地	gēngdì	190	019-028.tsv	21
0692	工夫	gōngfu	191	019-028.tsv	21
0693	工艺品	gōngyìpǐn	191	019-028.tsv	21
0694	公安局	gōng'ānjú	191	019-028.tsv	21
0695	公道	gōngdào	191	019-028.tsv	21
0696	公告	gōnggào	192	019-028.tsv	21
0697	公关	gōngguān	192	019-028.tsv	21
0698	公民	gōngmín	192	019-028.tsv	21
0699	公婆	gōngpó	192	019-028.tsv	21
0700	公然	gōngrán	193	019-028.tsv	21
0701	公认	gōngrèn	193	019-028.tsv	21
0702	公司	gōngsī	193	019-028.tsv	21
0703	公务	gōngwù	193	019-028.tsv	21
0704	公正	gōngzhèng	194	019-028.tsv	21
0705	公证	gōngzhèng	194	019-028.tsv	21
0706	功课	gōngkè	194	019-028.tsv	22
0707	功劳	gōngláo	194	019-028.tsv	22
0708	功效	gōngxiào	195	019-028.tsv	22
0709	攻击	gōngjī	195	019-028.tsv	22
0710	攻克	gōngkè	195	019-028.tsv	22
0711	供不应求	gōngbùyìngqiú	195	019-028.tsv	22
0712	供给	gōngjǐ	196	019-028.tsv	22
0713	宫殿	gōngdiàn	196	019-028.tsv	22
0714	恭敬	gōngjìng	196	019-028.tsv	22
0715	巩固	gǒnggù	196	019-028.tsv	22
0716	共和国	gònghéguó	197	019-028.tsv	22
0717	共计	gòngjì	197	019-028.tsv	22
0718	共鸣	gòngmíng	197	019-028.tsv	22
0719	勾结	gōujié	197	019-028.tsv	22
0720	钩子	gōuzi	198	019-028.tsv	22
0721	构思	gòusī	198	019-028.tsv	22
0722	孤独	gūdú	198	019-028.tsv	22
0723	孤立	gūlì	198	019-028.tsv	22
0724	姑且	gūqiě	199	019-028.tsv	22
0725	辜负	gūfù	199	019-028.tsv	22
0726	古董	gǔdǒng	199	019-028.tsv	22
0727	古怪	gǔguài	200	019-028.tsv	22
0728	股东	gǔdōng	200	019-028.tsv	22
0729	股份	gǔfèn	200	019-028.tsv	22
0730	骨干	gǔgàn	200	019-028.tsv	22
0731	鼓动	gǔdòng	201	019-028.tsv	22
0732	固然	gùrán	201	019-028.tsv	22
0733	固体	gùtǐ	201	019-028.tsv	22
0734	固有	gùyǒu	201	019-028.tsv	22
0735	固执	gùzhí	202	019-028.tsv	22
0736	故乡	gùxiāng	202	019-028.tsv	22
0737	故障	gùzhàng	202	019-028.tsv	22
0738	顾虑	gùlǜ	202	019-028.tsv	22
0739	顾问	gùwèn	203	019-028.tsv	22
0740	雇佣	gùyōng	203	019-028.tsv	22
0741	拐杖	guǎizhàng	203	019-028.tsv	22
0742	关照	guānzhào	203	019-028.tsv	22
0743	关怀	guānhuái	204	019-028.tsv	22
0744	观光	guānguāng	204	019-028.tsv	22
0745	官方	guānfāng	204	019-028.tsv	22
0746	管辖	guǎnxiá	204	019-028.tsv	22
0747	贯彻	guànchè	205	019-028.tsv	22
0748	惯例	guànlì	205	019-028.tsv	22
0749	灌溉	guàngài	205	019-028.tsv	22
0750	罐	guàn	205	019-028.tsv	22
0751	光彩	guāngcǎi	206	019-028.tsv	22
0752	光辉	guānghuī	206	019-028.tsv	22
0753	光芒	guāngmáng	206	019-028.tsv	22
0754	光荣	guāngróng	207	019-028.tsv	22
0755	广阔	guǎngkuò	207	019-028.tsv	22
0756	归根到底	guīgēn-dàodǐ	207	019-028.tsv	22
0757	归还	guīhuán	207	019-028.tsv	22
0758	归纳	guīnà	208	019-028.tsv	22
0759	规范	guīfàn	208	019-028.tsv	22
0760	规格	guīgé	208	019-028.tsv	22
0761	规划	guīhuà	209	019-028.tsv	22
0762	规章	guīzhāng	209	019-028.tsv	23
0763	轨道	guǐdào	209	019-028.tsv	23
0764	贵族	guìzú	210	019-028.tsv	23
0765	跪	guì	210	019-028.tsv	23
0766	棍棒	gùnbàng	210	019-028.tsv	23
0767	国防	guófáng	210	019-028.tsv	23
0768	国务院	guówùyuàn	211	019-028.tsv	23
0769	果断	guǒduàn	211	019-028.tsv	23
0770	过渡	guòdù	211	019-028.tsv	23
0771	过度	guòdù	211	019-028.tsv	23
0772	过奖	guòjiǎng	212	019-028.tsv	23
0773	过滤	guòlǜ	212	019-028.tsv	23
0774	过失	guòshī	212	019-028.tsv	23
0775	过问	guòwèn	212	019-028.tsv	23
0776	过瘾	guòyǐn	213	019-028.tsv	23
0777	过于	guòyú	213	019-028.tsv	23
0778	嗨	hāi	214	019-028.tsv	23
0779	海拔	hǎibá	214	019-028.tsv	23
0780	海滨	hǎibīn	214	019-028.tsv	23
0781	含糊	hánhu	214	019-028.tsv	23
0782	含义	hányì	215	019-028.tsv	23
0783	寒暄	hánxuān	215	019-028.tsv	23
0784	罕见	hǎnjiàn	215	019-028.tsv	23
0785	捍卫	hànwèi	215	019-028.tsv	23
0786	行列	hángliè	216	019-028.tsv	23
0787	航空	hángkōng	216	019-028.tsv	23
0788	航天	hángtiān	216	019-028.tsv	23
0789	航行	hángxíng	216	019-028.tsv	23
0790	毫米	háomǐ	217	019-028.tsv	23
0791	毫无	háowú	217	019-028.tsv	23
0792	豪迈	háomài	217	019-028.tsv	23
0793	号召	hàozhào	217	019-028.tsv	23
0794	好客	hàokè	218	019-028.tsv	23
0795	耗费	hàofèi	218	019-028.tsv	23
0796	呵	hē	218	019-028.tsv	23
0797	合并	hébìng	218	019-028.tsv	23
0798	合成	héchéng	219	019-028.tsv	23
0799	合乎	héhū	219	019-028.tsv	23
0800	合伙	héhuǒ	219	019-028.tsv	23
0801	合身	héshēn	219	019-028.tsv	23
0802	合算	hésuàn	220	019-028.tsv	23
0803	和蔼	hé'ǎi	220	019-028.tsv	23
0804	和解	héjiě	220	019-028.tsv	23
0805	和睦	hémù	220	019-028.tsv	23
0806	和气	héqì	221	019-028.tsv	23
0807	和谐	héxié	221	019-028.tsv	23
0808	嘿	hēi	221	019-028.tsv	23
0809	痕迹	hénjī	222	019-028.tsv	23
0810	狠心	hěnxīn	222	019-028.tsv	23
0811	恨不得	hènbude	222	019-028.tsv	23
0812	哼	hēng	223	019-028.tsv	23
0813	横	héng	223	019-028.tsv	23
0814	轰动	hōngdòng	223	019-028.tsv	23
0815	哄	hōng	224	019-028.tsv	23
0816	哄	hǒng	224	019-028.tsv	24
0817	红包	hóngbāo	224	019-028.tsv	24
0818	宏观	hóngguān	224	019-028.tsv	24
0819	宏伟	hóngwěi	224	019-028.tsv	24
0820	洪水	hóngshuǐ	225	019-028.tsv	24
0821	哄	hǒng	225	019-028.tsv	24
0822	喉咙	hóulóng	225	019-028.tsv	24
0823	吼	hǒu	225	019-028.tsv	24
0824	后代	hòudài	226	019-028.tsv	24
0825	后顾之忧	hòugù-zhīyōu	226	019-028.tsv	24
0826	后勤	hòuqín	226	019-028.tsv	24
0827	候选	hòuxuǎn	226	019-028.tsv	24
0828	呼唤	hūhuàn	227	019-028.tsv	24
0829	呼啸	hūxiào	227	019-028.tsv	24
0830	呼吁	hūyù	227	019-028.tsv	24
0831	忽略	hūlüè	228	019-028.tsv	24
0832	胡乱	húluàn	228	019-028.tsv	24
0833	胡须	húxū	228	019-028.tsv	24
0834	湖泊	húpō	228	019-028.tsv	24
0835	互联网	hùliánwǎng	229	019-028.tsv	24
0836	花瓣	huābàn	229	019-028.tsv	24
0837	花蕾	huālěi	229	019-028.tsv	24
0838	华丽	huálì	230	019-028.tsv	24
0839	华侨	huáqiáo	230	019-028.tsv	24
0840	化肥	huàféi	230	019-028.tsv	24
0841	化石	huàshí	230	019-028.tsv	24
0842	化验	huàyàn	230	019-028.tsv	24
0843	化妆	huà//zhuāng	231	019-028.tsv	24
0844	划分	huàfēn	231	019-028.tsv	24
0845	画蛇添足	huàshé-tiānzú	231	019-028.tsv	24
0846	话筒	huàtǒng	231	019-028.tsv	24
0847	怀孕	huái//yùn	232	019-028.tsv	24
0848	欢乐	huānlè	232	019-028.tsv	24
0849	还原	huán//yuán	232	019-028.tsv	24
0850	环节	huánjié	232	019-028.tsv	24
0851	缓和	huǎnhé	233	019-028.tsv	24
0852	患者	huànzhě	233	019-028.tsv	24
0853	荒凉	huāngliáng	233	019-028.tsv	24
0854	荒谬	huāngmiù	233	019-028.tsv	24
0855	荒唐	huāngtáng	234	019-028.tsv	24
0856	慌忙	huāngmáng	234	019-028.tsv	24
0857	皇帝	huángdì	234	019-028.tsv	24
0858	皇后	huánghòu	234	019-028.tsv	24
0859	黄昏	huánghūn	235	019-028.tsv	24
0860	恍然大悟	huǎngrán-dàwù	235	019-028.tsv	24
0861	晃	huàng	235	019-028.tsv	24
0862	挥霍	huīhuò	235	019-028.tsv	24
0863	辉煌	huīhuáng	236	019-028.tsv	24
0864	回报	huíbào	236	019-028.tsv	24
0865	回避	huíbì	236	019-028.tsv	24
0866	回顾	huígù	236	019-028.tsv	24
0867	回收	huíshōu	237	019-028.tsv	24
0868	悔恨	huǐhèn	237	019-028.tsv	24
0869	毁灭	huǐmiè	237	019-028.tsv	24
0870	汇报	huìbào	237	019-028.tsv	24
0871	会晤	huìwù	238	019-028.tsv	24
0872	贿赂	huìlù	238	019-028.tsv	25
0873	昏迷	hūnmí	238	019-028.tsv	25
0874	荤	hūn	238	019-028.tsv	25
0875	浑身	húnshēn	239	019-028.tsv	25
0876	混合	hùnhé	239	019-028.tsv	25
0877	混乱	hùnluàn	239	019-028.tsv	25
0878	混淆	hùnxiáo	239	019-028.tsv	25
0879	混浊	hùnzhuó	240	019-028.tsv	25
0880	活该	huógāi	240	019-028.tsv	25
0881	活力	huólì	240	019-028.tsv	25
0882	火箭	huǒjiàn	240	019-028.tsv	25
0883	火焰	huǒyàn	241	019-028.tsv	25
0884	火药	huǒyào	241	019-028.tsv	25
0885	或许	huòxǔ	241	019-028.tsv	25
0886	货币	huòbì	241	019-028.tsv	25
0887	讥笑	jīxiào	242	019-028.tsv	25
0888	饥饿	jī’è	242	019-028.tsv	25
0889	机动	jīdòng	242	019-028.tsv	25
0890	机构	jīgòu	242	019-028.tsv	25
0891	机关	jīguān	243	019-028.tsv	25
0892	机灵	jīling	243	019-028.tsv	25
0893	机密	jīmì	243	019-028.tsv	25
0894	机械	jīxiè	244	019-028.tsv	25
0895	机遇	jīyù	244	019-028.tsv	25
0896	机智	jīzhì	244	019-028.tsv	25
0897	基地	jīdì	245	019-028.tsv	25
0898	基金	jījīn	245	019-028.tsv	25
0899	基因	jīyīn	245	019-028.tsv	25
0900	激发	jīfā	245	019-028.tsv	25
0901	激励	jīlì	246	019-028.tsv	25
0902	激情	jīqíng	246	019-028.tsv	25
0903	及早	jízǎo	246	019-028.tsv	25
0904	吉祥	jíxiáng	246	019-028.tsv	25
0905	级别	jíbié	247	019-028.tsv	25
0906	极端	jíduān	247	019-028.tsv	25
0907	极限	jíxiàn	247	019-028.tsv	25
0908	即便	jíbiàn	247	019-028.tsv	25
0909	即将	jíjiāng	248	019-028.tsv	25
0910	急功近利	jígōng-jìnlì	248	019-028.tsv	25
0911	急剧	jíjù	248	019-028.tsv	25
0912	急切	jíqiè	249	019-028.tsv	25
0913	急于求成	jíyú-qiúchéng	249	019-028.tsv	25
0914	急躁	jízào	249	019-028.tsv	25
0915	疾病	jíbìng	249	019-028.tsv	25
0916	集团	jítuán	250	019-028.tsv	25
0917	嫉妒	jídù	250	019-028.tsv	25
0918	籍贯	jíguàn	250	019-028.tsv	25
0919	给予	jǐyǔ	251	019-028.tsv	25
0920	计较	jìjiào	251	019-028.tsv	25
0921	记性	jìxing	251	019-028.tsv	25
0922	记载	jìzǎi	251	019-028.tsv	25
0923	纪要	jìyào	252	019-028.tsv	25
0924	技能	jìnéng	252	019-028.tsv	25
0925	技巧	jìqiǎo	252	019-028.tsv	25
0926	忌讳	jìhuì	253	019-028.tsv	25
0927	季度	jìdù	253	019-028.tsv	26
0928	季军	jìjūn	253	019-028.tsv	26
0929	迹象	jìxiàng	253	019-028.tsv	26
0930	继承	jìchéng	254	019-028.tsv	26
0931	继往开来	jìwǎng-kāilái	254	019-028.tsv	26
0932	寄托	jìtuō	254	019-028.tsv	26
0933	寂静	jìjìng	255	019-028.tsv	26
0934	加工	jiā//gōng	255	019-028.tsv	26
0935	加剧	jiājù	255	019-028.tsv	26
0936	夹杂	jiāzá	255	019-028.tsv	26
0937	佳肴	jiāyáo	256	019-028.tsv	26
0938	家常	jiācháng	256	019-028.tsv	26
0939	家伙	jiāhuo	256	019-028.tsv	26
0940	家属	jiāshǔ	257	019-028.tsv	26
0941	家喻户晓	jiāyù-hùxiǎo	257	019-028.tsv	26
0942	假设	jiǎshè	257	019-028.tsv	26
0943	假使	jiǎshǐ	257	019-028.tsv	26
0944	尖端	jiānduān	258	019-028.tsv	26
0945	尖锐	jiānruì	258	019-028.tsv	26
0946	坚定	jiāndìng	258	019-028.tsv	26
0947	坚固	jiāngù	259	019-028.tsv	26
0948	坚韧	jiānrèn	259	019-028.tsv	26
0949	坚实	jiānshí	259	019-028.tsv	26
0950	坚硬	jiānyìng	260	019-028.tsv	26
0951	艰难	jiānnán	260	019-028.tsv	26
0952	监督	jiāndū	260	019-028.tsv	26
0953	监视	jiānshì	260	019-028.tsv	26
0954	监狱	jiānyù	261	019-028.tsv	26
0955	兼职	jiān//zhí	261	019-028.tsv	26
0956	煎	jiān	261	019-028.tsv	26
0957	拣	jiǎn	262	019-028.tsv	26
0958	检讨	jiǎntǎo	262	019-028.tsv	26
0959	检验	jiǎnyàn	262	019-028.tsv	26
0960	剪彩	jiǎn//cǎi	262	019-028.tsv	26
0961	简化	jiǎnhuà	263	019-028.tsv	26
0962	简陋	jiǎnlòu	263	019-028.tsv	26
0963	简体字	jiǎntǐzì	263	019-028.tsv	26
0964	简要	jiǎnyào	263	019-028.tsv	26
0965	见多识广	jiànduō-shíguǎng	264	019-028.tsv	26
0966	见解	jiànjiě	264	019-028.tsv	26
0967	见闻	jiànwén	264	019-028.tsv	26
0968	见义勇为	jiànyì-yǒngwéi	264	019-028.tsv	26
0969	间谍	jiàndié	265	019-028.tsv	26
0970	间隔	jiàngé	265	019-028.tsv	26
0971	间接	jiànjiē	265	019-028.tsv	26
0972	剑	jiàn	265	019-028.tsv	26
0973	健全	jiànquán	266	019-028.tsv	26
0974	舰艇	jiàntǐng	266	019-028.tsv	26
0975	践踏	jiàntà	266	019-028.tsv	26
0976	鉴别	jiànbié	267	019-028.tsv	26
0977	鉴定	jiàndìng	267	019-028.tsv	26
0978	鉴于	jiànyú	268	019-028.tsv	26
0979	将近	jiāngjìn	268	019-028.tsv	26
0980	将就	jiāngjiu	268	019-028.tsv	26
0981	将军	jiāngjūn	268	019-028.tsv	26
0982	僵硬		269	0501-1000_index.tsv	0501
0983	奖励		269	0501-1000_index.tsv	0502
0984	奖赏		269	0501-1000_index.tsv	0503
0985	奖		270	0501-1000_index.tsv	0504
0986	降临		270	0501-1000_index.tsv	0505
0987	交叉		270	0501-1000_index.tsv	0506
0988	交代		270	0501-1000_index.tsv	0507
0989	交涉		271	0501-1000_index.tsv	0508
0990	交往		271	0501-1000_index.tsv	0509
0991	交易		272	0501-1000_index.tsv	0510
0992	娇气		272	0501-1000_index.tsv	0511
0993	焦点		272	0501-1000_index.tsv	0512
0994	焦急		272	0501-1000_index.tsv	0513
0995	角落		273	0501-1000_index.tsv	0514
0996	侥幸		273	0501-1000_index.tsv	0515
0997	搅拌		273	0501-1000_index.tsv	0516
0998	缴纳		274	0501-1000_index.tsv	0517
0999	较量		274	0501-1000_index.tsv	0518
1000	教养		274	0501-1000_index.tsv	0519
1001	阶层		274	0501-1000_index.tsv	0520
1002	皆		275	0501-1000_index.tsv	0521
1003	接连		275	0501-1000_index.tsv	0522
1004	揭发		275	0501-1000_index.tsv	0523
1005	揭露		275	0501-1000_index.tsv	0524
1006	节制		276	0501-1000_index.tsv	0525
1007	节奏		276	0501-1000_index.tsv	0526
1008	杰出		276	0501-1000_index.tsv	0527
1009	结晶		276	0501-1000_index.tsv	0528
1010	结局		277	0501-1000_index.tsv	0529
1011	结算		277	0501-1000_index.tsv	0530
1012	截止		277	0501-1000_index.tsv	0531
1013	截至		278	0501-1000_index.tsv	0532
1014	竭尽全力		278	0501-1000_index.tsv	0533
1015	解除		278	0501-1000_index.tsv	0534
1016	解放		278	0501-1000_index.tsv	0535
1017	解雇		279	0501-1000_index.tsv	0536
1018	解剖		279	0501-1000_index.tsv	0537
1019	解散		279	0501-1000_index.tsv	0538
1020	解体		279	0501-1000_index.tsv	0539
1021	戒备		280	0501-1000_index.tsv	0540
1022	借鉴		280	0501-1000_index.tsv	0541
1023	借助		281	0501-1000_index.tsv	0542
1024	金融		281	0501-1000_index.tsv	0543
1025	津津有味		281	0501-1000_index.tsv	0544
1026	尽快		281	0501-1000_index.tsv	0545
1027	紧密		282	0501-1000_index.tsv	0546
1028	紧迫		282	0501-1000_index.tsv	0547
1029	锦上添花		282	0501-1000_index.tsv	0548
1030	进而		282	0501-1000_index.tsv	0549
1031	进攻		283	0501-1000_index.tsv	0550
1032	进化		283	0501-1000_index.tsv	0551
1033	进展		283	0501-1000_index.tsv	0552
1034	近来		283	0501-1000_index.tsv	0553
1035	近视		284	0501-1000_index.tsv	0554
1036	劲头		284	0501-1000_index.tsv	0555
1037	晋升		284	0501-1000_index.tsv	0556
1038	浸泡		284	0501-1000_index.tsv	0557
1039	茎		285	0501-1000_index.tsv	0558
1040	经费		285	0501-1000_index.tsv	0559
1041	经商		285	0501-1000_index.tsv	0560
1042	经纬		285	0501-1000_index.tsv	0561
1043	惊动		286	0501-1000_index.tsv	0562
1044	惊奇		286	0501-1000_index.tsv	0563
1045	惊讶		286	0501-1000_index.tsv	0564
1046	兢兢业业		286	0501-1000_index.tsv	0565
1047	精打细算		287	0501-1000_index.tsv	0566
1048	精华		287	0501-1000_index.tsv	0567
1049	精简		287	0501-1000_index.tsv	0568
1050	精密		287	0501-1000_index.tsv	0569
1051	精确		288	0501-1000_index.tsv	0570
1052	精通		288	0501-1000_index.tsv	0571
1053	精心		288	0501-1000_index.tsv	0572
1054	精益求精		288	0501-1000_index.tsv	0573
1055	精致		289	0501-1000_index.tsv	0574
1056	井		289	0501-1000_index.tsv	0575
1057	颈椎		289	0501-1000_index.tsv	0576
1058	警告		289	0501-1000_index.tsv	0577
1059	警惕		290	0501-1000_index.tsv	0578
1060	竞赛		290	0501-1000_index.tsv	0579
1061	竞选		290	0501-1000_index.tsv	0580
1062	敬礼		290	0501-1000_index.tsv	0581
1063	敬业		291	0501-1000_index.tsv	0582
1064	境界		291	0501-1000_index.tsv	0583
1065	镜头		291	0501-1000_index.tsv	0584
1066	纠纷		291	0501-1000_index.tsv	0585
1067	纠正		292	0501-1000_index.tsv	0586
1068	酒精		292	0501-1000_index.tsv	0587
1069	救济		292	0501-1000_index.tsv	0588
1070	就近		292	0501-1000_index.tsv	0589
1071	就业		293	0501-1000_index.tsv	0590
1072	就职		293	0501-1000_index.tsv	0591
1073	拘留		293	0501-1000_index.tsv	0592
1074	拘束		293	0501-1000_index.tsv	0593
1075	居民		294	0501-1000_index.tsv	0594
1076	居住		294	0501-1000_index.tsv	0595
1077	鞠躬		294	0501-1000_index.tsv	0596
1078	局部		294	0501-1000_index.tsv	0597
1079	局面		295	0501-1000_index.tsv	0598
1080	局势		295	0501-1000_index.tsv	0599
1081	局限		295	0501-1000_index.tsv	0600
1082	咀嚼		295	0501-1000_index.tsv	0601
1083	沮丧		296	0501-1000_index.tsv	0602
1084	举动		296	0501-1000_index.tsv	0603
1085	举世闻名		296	0501-1000_index.tsv	0604
1086	举世瞩目		297	0501-1000_index.tsv	0605
1087	举足轻重		297	0501-1000_index.tsv	0606
1088	剧本		297	0501-1000_index.tsv	0607
1089	剧烈		297	0501-1000_index.tsv	0608
1090	据悉		298	0501-1000_index.tsv	0609
1091	聚精会神		298	0501-1000_index.tsv	0610
1092	卷		298	0501-1000_index.tsv	0611
1093	决策		298	0501-1000_index.tsv	0612
1094	觉悟		299	0501-1000_index.tsv	0613
1095	觉醒		299	0501-1000_index.tsv	0614
1096	绝望		299	0501-1000_index.tsv	0615
1097	倔强		300	0501-1000_index.tsv	0616
1098	军队		300	0501-1000_index.tsv	0617
1099	君子		300	0501-1000_index.tsv	0618
1100	卡通		301	0501-1000_index.tsv	0619
1101	开采		301	0501-1000_index.tsv	0620
1102	开除		301	0501-1000_index.tsv	0621
1103	开阔		301	0501-1000_index.tsv	0622
1104	开朗		302	0501-1000_index.tsv	0623
1105	开明		302	0501-1000_index.tsv	0624
1106	开辟		302	0501-1000_index.tsv	0625
1107	开水		303	0501-1000_index.tsv	0626
1108	开拓		303	0501-1000_index.tsv	0627
1109	开展		303	0501-1000_index.tsv	0628
1110	开支		304	0501-1000_index.tsv	0629
1111	刊登		304	0501-1000_index.tsv	0630
1112	刊物		304	0501-1000_index.tsv	0631
1113	勘探		304	0501-1000_index.tsv	0632
1114	侃侃而谈		305	0501-1000_index.tsv	0633
1115	砍伐		305	0501-1000_index.tsv	0634
1116	看待		305	0501-1000_index.tsv	0635
1117	看望		305	0501-1000_index.tsv	0636
1118	慷慨		306	0501-1000_index.tsv	0637
1119	扛		306	0501-1000_index.tsv	0638
1120	抗议		306	0501-1000_index.tsv	0639
1121	考察		307	0501-1000_index.tsv	0640
1122	考古		307	0501-1000_index.tsv	0641
1123	考核		307	0501-1000_index.tsv	0642
1124	考验		307	0501-1000_index.tsv	0643
1125	靠拢		308	0501-1000_index.tsv	0644
1126	科目		308	0501-1000_index.tsv	0645
1127	颗粒		308	0501-1000_index.tsv	0646
1128	磕		309	0501-1000_index.tsv	0647
